epoch,out_0,out_1,step,train_loss
0,-0.34527918696403503,-0.1890796422958374,1,1.4139103889465332
1,-0.08351027965545654,-0.02119353599846363,3,1.0428361892700195
2,0.018448373302817345,0.04312485456466675,5,0.9156100153923035
3,0.05817669630050659,0.07039710134267807,7,0.8641616106033325
4,0.0820491760969162,0.09491371363401413,9,0.8191811442375183
5,0.1116797998547554,0.1318911463022232,11,0.7536129951477051
6,0.15941210091114044,0.19335141777992249,13,0.6506819725036621
7,0.23710958659648895,0.29139944911003113,15,0.5021147131919861
8,0.35197004675865173,0.42550426721572876,17,0.33004534244537354
9,0.4859851598739624,0.5611882209777832,19,0.192555770277977
10,0.5937290787696838,0.6526813507080078,21,0.12063024193048477
11,0.6507067084312439,0.6900713443756104,23,0.096055768430233
12,0.6624742746353149,0.685482919216156,25,0.09892099350690842
13,0.6408625245094299,0.6509945392608643,27,0.12180481106042862
14,0.5972291231155396,0.5988949537277222,29,0.1608852595090866
15,0.5448130965232849,0.5440834164619446,31,0.20785993337631226
16,0.4969741404056549,0.49958667159080505,33,0.2504134774208069
17,0.46249890327453613,0.4718540906906128,35,0.2789381146430969
18,0.44416216015815735,0.46160128712654114,37,0.2898732125759125
19,0.44087669253349304,0.4666438400745392,39,0.2844688296318054
20,0.4498567283153534,0.48355430364608765,41,0.2667161524295807
21,0.4674511253833771,0.5080403089523315,43,0.24202433228492737
22,0.48938411474227905,0.5351250767707825,45,0.21610869467258453
23,0.511106014251709,0.5598458051681519,47,0.19373571872711182
24,0.5286051034927368,0.5782909393310547,49,0.177838534116745
25,0.539225697517395,0.5883888006210327,51,0.16942377388477325
26,0.5420806407928467,0.5900800824165344,53,0.16803434491157532
27,0.537955641746521,0.5849349498748779,55,0.1722790002822876
28,0.5288706421852112,0.5756027102470398,57,0.1801130622625351
29,0.5174787640571594,0.5651219487190247,59,0.18911892175674438
30,0.5064021348953247,0.5562658905982971,61,0.19689996540546417
31,0.497688889503479,0.5509827136993408,63,0.20161652565002441
32,0.4925042986869812,0.5501679182052612,65,0.20234890282154083
33,0.49108731746673584,0.5536876320838928,67,0.19919472932815552
34,0.49288758635520935,0.5605767965316772,69,0.19309274852275848
35,0.49680766463279724,0.5693471431732178,71,0.1854618787765503
36,0.501483142375946,0.5783584117889404,73,0.1777816265821457
37,0.5055968761444092,0.5861737728118896,75,0.17125214636325836
38,0.5081452131271362,0.5918581485748291,77,0.16657976806163788
39,0.5086140632629395,0.5950966477394104,79,0.1639467179775238
40,0.5070233345031738,0.5961748361587524,81,0.16307476162910461
41,0.5038325786590576,0.5958150625228882,83,0.1633654683828354
42,0.49976474046707153,0.5949443578720093,85,0.16407006978988647
43,0.49559372663497925,0.5944548845291138,87,0.16446684300899506
44,0.4919571876525879,0.5950005054473877,89,0.16402459144592285
45,0.4892319440841675,0.5968960523605347,91,0.1624927967786789
46,0.487501859664917,0.6000871658325195,93,0.1599302738904953
47,0.4865725636482239,0.6042377352714539,95,0.15662777423858643
48,0.4860811233520508,0.6088489294052124,97,0.1529991626739502
49,0.48559579253196716,0.6134077310562134,99,0.14945358037948608
50,0.4847305417060852,0.6175152659416199,101,0.14629457890987396
51,0.48322147130966187,0.6209609508514404,103,0.14367060363292694
52,0.48096197843551636,0.6237429976463318,105,0.1415693312883377
53,0.4780033826828003,0.6260335445404053,107,0.139850914478302
54,0.4745032787322998,0.6281197667121887,109,0.13829490542411804
55,0.47066500782966614,0.6303185820579529,111,0.13666434586048126
56,0.46666160225868225,0.6328807473182678,113,0.1347765475511551
57,0.4625798761844635,0.6359556913375854,115,0.13252826035022736
58,0.45842137932777405,0.6396002769470215,117,0.12988795340061188
59,0.4540686309337616,0.6437363028526306,119,0.1269238293170929
60,0.44932976365089417,0.6482557654380798,121,0.12372400611639023
61,0.44397878646850586,0.6530570983886719,123,0.12036937475204468
62,0.43779057264328003,0.6580942869186401,125,0.1168995201587677
63,0.4305906593799591,0.6634495854377747,127,0.11326618492603302
64,0.42227765917778015,0.6693196296691895,129,0.10934950411319733
65,0.4128085970878601,0.6760662198066711,131,0.10493309050798416
66,0.40220555663108826,0.6841067671775818,133,0.09978853166103363
67,0.3904527723789215,0.6938822269439697,135,0.0937080904841423
68,0.3774239420890808,0.7056733965873718,137,0.08662814646959305
69,0.36278900504112244,0.7195791006088257,139,0.07863587886095047
70,0.3459848463535309,0.7354184985160828,141,0.07000336796045303
71,0.32629191875457764,0.7528386116027832,143,0.06108875200152397
72,0.30303213000297546,0.7715606689453125,145,0.05218452960252762
73,0.27583208680152893,0.7915153503417969,147,0.04346584901213646
74,0.24472489953041077,0.8126158118247986,149,0.035112835466861725
75,0.2101026326417923,0.8345553874969482,151,0.02737192064523697
76,0.17253060638904572,0.8565301299095154,153,0.020583603531122208
77,0.13284528255462646,0.8777014017105103,155,0.014956947416067123
78,0.09246383607387543,0.8974647521972656,157,0.01051347702741623
79,0.05370597913861275,0.9156192541122437,159,0.007120110094547272
80,0.01963607408106327,0.9319636225700378,161,0.004628948867321014
