epoch,out_0,out_1,step,train_loss
0,-0.5702863335609436,-0.4483039677143097,1,2.0975842475891113
1,-0.33292534947395325,-0.230535089969635,3,1.514216423034668
2,-0.13857649266719818,-0.07748863846063614,5,1.1609817743301392
3,-0.030994838103652,-0.007248224224895239,7,1.0145491361618042
4,0.009167605079710484,0.014543900266289711,9,0.9711237549781799
5,0.018295926973223686,0.017477385699748993,11,0.9653506875038147
6,0.017436379566788673,0.01546667329967022,13,0.9693058133125305
7,0.014770008623600006,0.013054105453193188,15,0.9740621447563171
8,0.012476114556193352,0.011200305074453354,17,0.9777248501777649
9,0.010846192948520184,0.009928728453814983,19,0.9802411794662476
10,0.009766727685928345,0.009107286110520363,21,0.9818683862686157
11,0.009094541892409325,0.008618275634944439,23,0.9828376770019531
12,0.008724166080355644,0.008380862884223461,25,0.9833084344863892
13,0.00858739297837019,0.008344446308910847,27,0.9833806753158569
14,0.008643696084618568,0.008480469696223736,29,0.9831109642982483
15,0.008872435428202152,0.00877667311578989,31,0.9825236797332764
16,0.009268484078347683,0.009233967401087284,33,0.9816173911094666
17,0.009840153157711029,0.009865905158221722,35,0.9803655743598938
18,0.01060968916863203,0.010699817910790443,37,0.9787148833274841
19,0.011616028845310211,0.01178056187927723,39,0.976577639579773
20,0.012920655310153961,0.01317746564745903,41,0.9738187193870544
21,0.01461837999522686,0.014997122809290886,43,0.9702306389808655
22,0.016855932772159576,0.017404941841959953,45,0.9654930830001831
23,0.019865918904542923,0.020665429532527924,47,0.9590962529182434
24,0.02402947098016739,0.02521686442196369,49,0.9502021074295044
25,0.029998207464814186,0.031818587332963943,51,0.9373753070831299
26,0.03893718123435974,0.04184906929731369,53,0.9180532097816467
27,0.053027983754873276,0.05792401731014252,55,0.8875071406364441
28,0.07645291835069656,0.08508096635341644,57,0.8370767831802368
29,0.11691327393054962,0.13236728310585022,59,0.7527865767478943
30,0.18571601808071136,0.21159440279006958,61,0.6215834021568298
31,0.28977587819099426,0.32509100437164307,63,0.45550215244293213
32,0.41573023796081543,0.45003318786621094,65,0.30246350169181824
33,0.5298846364021301,0.5514296293258667,67,0.20121537148952484
34,0.6056810617446899,0.6111220121383667,69,0.15122608840465546
35,0.6407889127731323,0.6323114037513733,71,0.13519489765167236
36,0.6441779136657715,0.6249825954437256,73,0.1406380534172058
37,0.6251671314239502,0.5986350178718567,75,0.1610938459634781
38,0.5921273231506348,0.5621464252471924,77,0.19171574711799622
39,0.5532768368721008,0.5238146781921387,79,0.22675246000289917
40,0.5160122513771057,0.49009618163108826,81,0.26000186800956726
41,0.4855074882507324,0.4646611511707306,83,0.2865877151489258
42,0.4641973674297333,0.44865354895591736,85,0.3039828836917877
43,0.4523634910583496,0.4415864944458008,87,0.31182563304901123
44,0.4490281045436859,0.44213002920150757,89,0.31121891736984253
45,0.45259812474250793,0.448563814163208,91,0.30408185720443726
46,0.4612054228782654,0.45900240540504456,93,0.2926784157752991
47,0.4728911817073822,0.4715370237827301,95,0.2792731523513794
48,0.48575451970100403,0.48438355326652527,97,0.26586028933525085
49,0.4981153607368469,0.4960421919822693,99,0.25397348403930664
50,0.5086656212806702,0.5054290890693665,101,0.24460038542747498
51,0.5165637731552124,0.5119384527206421,103,0.23820407688617706
52,0.5214508175849915,0.515424907207489,105,0.23481301963329315
53,0.5233924388885498,0.5161252021789551,107,0.23413482308387756
54,0.5227782130241394,0.5145444273948669,109,0.23566710948944092
55,0.5202028751373291,0.511336624622345,111,0.23879189789295197
56,0.5163516998291016,0.5071948170661926,113,0.2428569495677948
57,0.5119024515151978,0.5027635097503662,115,0.24724413454532623
58,0.5074502229690552,0.49857664108276367,117,0.2514253854751587
59,0.5034612417221069,0.495025098323822,119,0.25499963760375977
60,0.5002511739730835,0.49234744906425476,121,0.2577110826969147
61,0.49798673391342163,0.4906410872936249,123,0.25944647192955017
62,0.4967029392719269,0.48988425731658936,125,0.26021808385849
63,0.49632859230041504,0.4899650812149048,127,0.26013562083244324
64,0.4967172145843506,0.4907119572162628,129,0.25937435030937195
65,0.49767717719078064,0.4919227063655853,131,0.25814250111579895
66,0.4989997446537018,0.49339064955711365,133,0.2566530108451843
67,0.5004829168319702,0.49492502212524414,135,0.25510072708129883
68,0.5019491910934448,0.49636638164520264,137,0.2536468207836151
69,0.503258228302002,0.49759599566459656,139,0.25240975618362427
70,0.504313051700592,0.4985392093658447,141,0.2514629364013672
71,0.5050604939460754,0.4991638660430908,143,0.2508368194103241
72,0.5054882168769836,0.4994752109050751,145,0.25052502751350403
73,0.5056170225143433,0.4995075762271881,147,0.2504926919937134
74,0.505492627620697,0.49931517243385315,149,0.25068533420562744
75,0.5051758289337158,0.49896302819252014,151,0.2510380744934082
76,0.5047337412834167,0.49851828813552856,153,0.2514839172363281
77,0.5042321681976318,0.49804332852363586,155,0.25196051597595215
78,0.5037291049957275,0.4975910484790802,157,0.2524147927761078
79,0.5032714009284973,0.49720147252082825,159,0.2528063952922821
80,0.5028921961784363,0.4969007670879364,161,0.25310879945755005
81,0.5026107430458069,0.4967014789581299,163,0.2533093988895416
82,0.5024335384368896,0.4966045022010803,165,0.2534070312976837
83,0.5023559927940369,0.49660077691078186,167,0.25341081619262695
84,0.5023652911186218,0.49667462706565857,169,0.2533363997936249
85,0.502443253993988,0.49680623412132263,171,0.2532039284706116
86,0.5025689005851746,0.4969742000102997,173,0.25303491950035095
87,0.5027213096618652,0.497158408164978,175,0.25284966826438904
88,0.5028807520866394,0.4973406195640564,177,0.2526664435863495
89,0.5030311942100525,0.4975069463253021,179,0.2524992525577545
90,0.503160297870636,0.49764713644981384,181,0.2523583769798279
91,0.5032604336738586,0.4977554380893707,183,0.2522496283054352
92,0.503327488899231,0.49783027172088623,185,0.252174437046051
93,0.5033618211746216,0.4978731870651245,187,0.2521313428878784
94,0.503366231918335,0.4978882968425751,189,0.2521161437034607
95,0.5033458471298218,0.49788138270378113,191,0.252123087644577
96,0.503307044506073,0.4978588819503784,193,0.2521457076072693
97,0.5032564997673035,0.4978281259536743,195,0.25217658281326294
98,0.5032007694244385,0.4977949261665344,197,0.25220993161201477
99,0.5031455755233765,0.49776437878608704,199,0.2522406578063965
100,0.5030954480171204,0.49774056673049927,201,0.25226452946662903
101,0.503053605556488,0.4977259635925293,203,0.25227922201156616
102,0.5030218958854675,0.49772176146507263,205,0.25228339433670044
103,0.5030010342597961,0.4977281093597412,207,0.25227704644203186
104,0.5029904842376709,0.4977441728115082,209,0.25226089358329773
105,0.5029889941215515,0.4977684020996094,211,0.25223657488822937
106,0.502994954586029,0.4977988302707672,213,0.25220605731010437
107,0.5030060410499573,0.4978333115577698,215,0.2521713972091675
108,0.503020167350769,0.4978697896003723,217,0.2521347403526306
109,0.5030354857444763,0.49790647625923157,219,0.2520979344844818
110,0.5030502080917358,0.49794191122055054,221,0.2520623207092285
111,0.5030630230903625,0.49797487258911133,223,0.2520292401313782
112,0.5030730366706848,0.4980049133300781,225,0.2519990801811218
113,0.5030794739723206,0.4980315566062927,227,0.2519723176956177
114,0.5030829906463623,0.498055100440979,229,0.25194868445396423
115,0.5030834674835205,0.49807581305503845,231,0.25192785263061523
116,0.5030812621116638,0.4980941712856293,233,0.25190943479537964
117,0.50307697057724,0.4981110095977783,235,0.2518925666809082
118,0.5030713677406311,0.4981268346309662,237,0.2518766522407532
119,0.5030648708343506,0.49814239144325256,239,0.2518610954284668
120,0.5030582547187805,0.49815815687179565,241,0.25184524059295654
121,0.5030520558357239,0.49817466735839844,243,0.251828670501709
122,0.5030465126037598,0.4981922507286072,245,0.25181102752685547
123,0.5030418634414673,0.4982110559940338,247,0.25179216265678406
124,0.5030384063720703,0.4982311725616455,249,0.2517719566822052
125,0.5030359029769897,0.49825263023376465,251,0.2517504096031189
126,0.5030344128608704,0.49827519059181213,253,0.251727819442749
127,0.5030332803726196,0.49829891324043274,255,0.25170400738716125
128,0.5030333399772644,0.4983234405517578,257,0.25167936086654663
129,0.5030336380004883,0.4983486235141754,259,0.25165414810180664
130,0.5030340552330017,0.4983743727207184,261,0.2516283094882965
131,0.5030344724655151,0.4984004497528076,263,0.2516021132469177
132,0.5030345916748047,0.4984266757965088,265,0.2515757977962494
133,0.5030344724655151,0.49845296144485474,267,0.2515494227409363
134,0.5030339360237122,0.4984796643257141,269,0.25152266025543213
135,0.503032922744751,0.4985063374042511,271,0.25149592757225037
136,0.5030313730239868,0.4985330402851105,273,0.25146913528442383
137,0.5030294060707092,0.4985602796077728,275,0.2514417767524719
138,0.5030269622802734,0.49858787655830383,277,0.25141414999961853
