epoch,out_0,out_1,step,train_loss
52,0.005960541777312756,0.961249589920044,105,0.001501594320870936
53,0.008047780953347683,0.9619749784469604,107,0.0014459022786468267
54,0.004731405526399612,0.9626262187957764,109,0.0013967995764687657
55,-0.0008995545213110745,0.9632445573806763,111,0.001350962556898594
56,-0.004656372591853142,0.9638659358024597,113,0.0013056705938652158
57,-0.004284980241209269,0.9644955992698669,115,0.0012605624506250024
58,-0.0007081677322275937,0.9651110768318176,117,0.0012172369752079248
59,0.003010082757100463,0.9656862020492554,119,0.0011774366721510887
60,0.004099466372281313,0.966209888458252,121,0.001141771674156189
61,0.002144586993381381,0.9666929841041565,123,0.0011093573411926627
62,-0.000874354038387537,0.9671579003334045,125,0.0010786035563796759
63,-0.0024603125639259815,0.9676199555397034,127,0.001048467238433659
64,-0.0016174586489796638,0.96807861328125,129,0.001018974930047989
65,0.0005847429856657982,0.9685212969779968,131,0.0009909087093546987
66,0.0021306537091732025,0.9689366221427917,133,0.000964933424256742
67,0.0018363407580181956,0.9693242907524109,135,0.0009409991325810552
68,0.000243183589191176,0.9696943163871765,137,0.0009184344671666622
69,-0.0010781624587252736,0.9700570106506348,139,0.0008965826127678156
70,-0.0010384190827608109,0.9704157114028931,141,0.0008752301218919456
71,9.475244587520137e-05,0.9707666039466858,143,0.0008545914315618575
72,0.0011279266327619553,0.9711005091667175,145,0.000835180573631078
73,0.0011342637008056045,0.9714174866676331,147,0.000816960062365979
74,0.0002723313809838146,0.9717222452163696,149,0.0007996314088813961
75,-0.0005135551909916103,0.9720203280448914,151,0.0007828620146028697
76,-0.000499738787766546,0.9723142981529236,153,0.0007664980948902667
77,0.0001603074633749202,0.9726009964942932,155,0.0007507053669542074
78,0.0007138897199183702,0.9728772044181824,157,0.0007356460555456579
79,0.0006304992130026221,0.9731425642967224,159,0.0007213218486867845
80,9.676016634330153e-05,0.9733996987342834,161,0.0007075760513544083
81,-0.00027870535268448293,0.9736520648002625,163,0.000694213667884469
82,-0.00014268694212660193,0.9738999605178833,165,0.0006812120554968715
83,0.00027308144490234554,0.9741417169570923,167,0.0006686507840640843
84,0.0004826559452340007,0.9743756651878357,169,0.0006566065130755305
85,0.0002949210465885699,0.9746022820472717,171,0.0006450440851040184
86,-2.435542228340637e-05,0.9748238325119019,173,0.0006338394014164805
87,-0.00011066903971368447,0.975041389465332,175,0.0006229322170838714
88,8.68291244842112e-05,0.9752546548843384,177,0.0006123320781625807
89,0.00029924404225312173,0.9754622578620911,179,0.0006021008011884987
90,0.0002798654604703188,0.9756644368171692,181,0.0005922196432948112
91,8.901406545192003e-05,0.9758616089820862,183,0.0005826619453728199
92,-2.9218277632026002e-05,0.9760553240776062,185,0.0005733474972657859
93,4.831487240153365e-05,0.9762454032897949,187,0.0005642808391712606
94,0.00019283810979686677,0.9764313697814941,189,0.0005554803065024316
95,0.00021921425650361925,0.9766128659248352,191,0.00054695806466043
96,0.00011338061449350789,0.976790189743042,193,0.0005386953125707805
97,2.3335707737714984e-05,0.9769643545150757,195,0.0005306409439072013
98,5.318308831192553e-05,0.9771354794502258,197,0.0005227862857282162
99,0.00014471326721832156,0.9773030877113342,199,0.0005151498480699956
100,0.00016809826774988323,0.9774671792984009,201,0.0005077280220575631
101,0.00010495135938981548,0.9776278734207153,203,0.0005005120765417814
102,4.782359246746637e-05,0.9777858257293701,205,0.000493469531647861
103,6.61702870274894e-05,0.9779409766197205,207,0.00048660050379112363
104,0.00012099917512387037,0.9780942797660828,209,0.0004798605805262923
105,0.00013212011253926903,0.9782437682151794,211,0.00047333360998891294
106,9.006149048218504e-05,0.9783904552459717,213,0.0004669724148698151
107,5.838313154526986e-05,0.9785346388816833,215,0.00046076171565800905
108,7.543613901361823e-05,0.978676438331604,217,0.0004546942946035415
109,0.00010676688543753698,0.9788159728050232,219,0.00044876302126795053
110,0.00010642347479006276,0.9789528250694275,221,0.00044298358261585236
111,7.745144830550998e-05,0.9790874123573303,223,0.00043733633356168866
112,6.279202352743596e-05,0.9792198538780212,225,0.0004318144638091326
113,7.998230285011232e-05,0.9793503284454346,227,0.00042640892206691206
114,9.69826869550161e-05,0.9794785976409912,229,0.00042112794471904635
115,8.647859067423269e-05,0.9796047210693359,231,0.0004159673990216106
116,6.708372529828921e-05,0.9797288775444031,233,0.00041091840830631554
117,6.747082807123661e-05,0.9798511266708374,235,0.0004059771017637104
118,8.215181151172146e-05,0.9799716472625732,237,0.00040113492286764085
119,8.311675628647208e-05,0.9800900220870972,239,0.00039640720933675766
120,7.177123188739643e-05,0.9802067875862122,241,0.00039177126018330455
121,6.53007227811031e-05,0.9803219437599182,243,0.00038722591125406325
122,6.977207522140816e-05,0.9804352521896362,245,0.00038277936982922256
123,7.582909165648744e-05,0.9805470705032349,247,0.0003784164728131145
124,7.139552326407284e-05,0.9806569814682007,249,0.00037415235419757664
125,6.606385431950912e-05,0.9807652831077576,251,0.0003699743247125298
126,6.413683149730787e-05,0.9808722734451294,253,0.00036586992791853845
127,6.737474905094132e-05,0.9809776544570923,255,0.0003618496411945671
128,6.860472785774618e-05,0.9810814261436462,257,0.0003579124459065497
129,6.456916889874265e-05,0.9811838865280151,259,0.00035404611844569445
130,6.10423885518685e-05,0.9812849164009094,261,0.00035025435499846935
131,6.297091022133827e-05,0.9813845157623291,263,0.00034653625334613025
132,6.41407459625043e-05,0.9814829230308533,265,0.0003428821510169655
133,6.134429713711143e-05,0.9815798997879028,267,0.0003393000806681812
134,5.8893594541586936e-05,0.9816756248474121,269,0.00033578273723833263
135,5.923098433413543e-05,0.9817699790000916,271,0.0003323336713947356
136,6.044653491699137e-05,0.9818631410598755,273,0.00032894566538743675
137,5.924043580307625e-05,0.9819551706314087,275,0.0003256158670410514
138,5.588841304415837e-05,0.9820460677146912,277,0.00032234369427897036
139,5.2938470616936684e-05,0.9821357131004333,279,0.0003191327559761703
140,5.895473077544011e-05,0.9822242259979248,281,0.000315978133585304
141,5.953977597528137e-05,0.9823115468025208,283,0.00031288136960938573
142,5.172533928998746e-05,0.9823979735374451,285,0.00030983134638518095
143,5.0645077863009647e-05,0.9824832081794739,287,0.00030683798831887543
144,5.703370334231295e-05,0.9825674295425415,289,0.00030389451421797276
145,5.391474405769259e-05,0.9826506972312927,291,0.0003009983047377318
146,4.981216989108361e-05,0.9827327728271484,293,0.00029815713060088456
147,5.120648711454123e-05,0.9828139543533325,295,0.0002953601651825011
148,5.2409050113055855e-05,0.9828943014144897,297,0.00029260493465699255
149,5.041632539359853e-05,0.982973575592041,299,0.00028989912243559957
150,4.868782707490027e-05,0.9830518960952759,301,0.0002872382174246013
151,4.8998343118000776e-05,0.9831293821334839,303,0.00028461773763410747
152,5.0275863031856716e-05,0.9832059741020203,305,0.0002820393128786236
153,4.802933108294383e-05,0.983281672000885,307,0.0002795024774968624
154,4.59390867035836e-05,0.9833564758300781,309,0.0002770068822428584
155,4.810022801393643e-05,0.9834305047988892,311,0.0002745481615420431
156,4.7279729187721387e-05,0.9835036396980286,313,0.00027212989516556263
157,4.504930257098749e-05,0.9835759997367859,315,0.00026974777574650943
158,4.542132228380069e-05,0.9836474657058716,317,0.0002674053830560297
159,4.6722256229259074e-05,0.9837181568145752,319,0.00026509840972721577
160,4.3493579141795635e-05,0.9837881326675415,321,0.000262824643868953
161,4.383997293189168e-05,0.9838573336601257,323,0.00026058568619191647
162,4.423237987793982e-05,0.9839258790016174,325,0.0002583773748483509
163,4.393703420646489e-05,0.9839935302734375,327,0.0002562070731073618
164,4.162768891546875e-05,0.9840614199638367,329,0.00025403834297321737
165,4.257824184605852e-05,0.9841278195381165,331,0.00025192610337398946
166,4.295692633604631e-05,0.9841934442520142,333,0.000249847216764465
167,4.115773117518984e-05,0.9842584729194641,335,0.0002477956877555698
168,4.003333378932439e-05,0.9843226671218872,337,0.0002457787632010877
169,4.192823689663783e-05,0.9843865036964417,339,0.00024378126545343548
170,4.0790182538330555e-05,0.9844495058059692,341,0.0002418178628431633
171,3.83896694984287e-05,0.9845119118690491,343,0.00023988087195903063
172,3.975127765443176e-05,0.9845735430717468,345,0.00023797557514626533
173,4.055722092743963e-05,0.9846348166465759,347,0.00023608886112924665
174,3.7932000850560144e-05,0.9846954941749573,349,0.00023422790400218219
175,3.727918374352157e-05,0.9847553372383118,351,0.00023239974689204246
176,3.9697519241599366e-05,0.9848148822784424,353,0.00023058780061546713
177,3.787742753047496e-05,0.9848735928535461,355,0.00022880818869452924
178,3.635787288658321e-05,0.9849318861961365,357,0.0002270480472361669
179,3.699037915794179e-05,0.984989583492279,359,0.0002253126003779471
180,3.710256714839488e-05,0.9850467443466187,361,0.00022359985450748354
181,3.661942537291907e-05,0.9851033687591553,363,0.00022190962044987828
182,3.5120985558023676e-05,0.9851594567298889,365,0.00022024172358214855
183,3.636861947597936e-05,0.9852150082588196,367,0.0002185959747293964
184,3.526138243614696e-05,0.9852700233459473,369,0.00021697221382055432
185,3.4900353057309985e-05,0.9853246808052063,371,0.00021536499843932688
186,3.446722621447407e-05,0.9853786826133728,373,0.00021378292876761407
187,3.537181328283623e-05,0.9854322075843811,375,0.0002122205769410357
188,3.351726627442986e-05,0.985485315322876,377,0.0002106760657625273
189,3.3134645491372794e-05,0.9855378866195679,379,0.00020915272762067616
190,3.492431278573349e-05,0.9855900406837463,381,0.00020764692453667521
191,3.238771387259476e-05,0.9856416583061218,383,0.00020616197434719652
192,3.259844015701674e-05,0.9856928586959839,385,0.0002046942972810939
193,3.4221713576698676e-05,0.9857436418533325,387,0.00020324374781921506
194,3.0999082810012624e-05,0.985793948173523,389,0.0002018119121203199
195,3.2239673600997776e-05,0.9858438372612,391,0.00020039694209117442
196,3.2449199352413416e-05,0.9858933091163635,393,0.0001989987213164568
197,3.1553456210531294e-05,0.9859423041343689,395,0.00019761880685109645
198,3.104261850239709e-05,0.9859909415245056,397,0.00019625372078735381
199,3.130780896754004e-05,0.9860391020774841,399,0.00019490666454657912
200,3.073546031373553e-05,0.9860868453979492,401,0.00019357587734702975
201,2.9791062843287364e-05,0.98613440990448,403,0.0001922545925481245
202,3.259927689214237e-05,0.9861812591552734,405,0.00019095759489573538
203,2.8056156224920414e-05,0.9862278699874878,407,0.00018967156938742846
204,2.9333656129892915e-05,0.9862740635871887,409,0.00018840133270714432
205,3.16712430503685e-05,0.9863199591636658,411,0.0001871435233624652
206,2.8886524887639098e-05,0.9863653779029846,413,0.00018590291438158602
207,2.752998079813551e-05,0.98641037940979,415,0.0001846777886385098
208,3.0289249480119906e-05,0.9864551424980164,417,0.00018346316937822849
209,2.9289314625202678e-05,0.986499547958374,419,0.00018226219981443137
210,2.686460538825486e-05,0.9865435361862183,421,0.00018107642245013267
211,2.8487138479249552e-05,0.9865871071815491,423,0.0001799056917661801
212,2.9957558581372723e-05,0.9866304993629456,425,0.00017874354671221226
213,2.5173956601065584e-05,0.9866734147071838,427,0.00017759787442628294
214,2.8983873562538065e-05,0.986716091632843,429,0.00017646222840994596
215,2.8013564588036388e-05,0.9867582321166992,431,0.00017534442304167897
216,2.5783107048482634e-05,0.9868002533912659,433,0.00017423331155441701
217,2.7625173970591277e-05,0.9868418574333191,435,0.00017313672287855297
218,2.7211699489271268e-05,0.9868831038475037,437,0.00017205296899192035
219,2.6066043574246578e-05,0.9869241118431091,439,0.0001709788484731689
220,2.6462936148163863e-05,0.986964762210846,441,0.0001699174172244966
221,2.6305402570869774e-05,0.9870051145553589,443,0.00016886704543139786
222,2.610553383419756e-05,0.987045168876648,445,0.0001678276457823813
223,2.522941395000089e-05,0.9870848655700684,447,0.00016680070257280022
224,2.6972078558173962e-05,0.9871243238449097,449,0.00016578304348513484
225,2.4381381081184372e-05,0.9871635437011719,451,0.00016477461031172425
226,2.4769109586486593e-05,0.9872024059295654,453,0.0001637784152990207
227,2.6215393518214114e-05,0.9872409701347351,455,0.00016279284318443388
228,2.4732036763452925e-05,0.9872791171073914,457,0.00016182086255867034
229,2.3968737878021784e-05,0.9873172044754028,459,0.00016085330571513623
230,2.5212159016518854e-05,0.9873549342155457,461,0.00015989768144208938
231,2.5503257347736508e-05,0.9873923659324646,463,0.00015895243268460035
232,2.123558078892529e-05,0.9874294996261597,465,0.000158017486683093
233,2.7296286134514958e-05,0.9874664545059204,467,0.00015708975843153894
234,2.1837480744579807e-05,0.9875031113624573,469,0.00015617223107255995
235,2.383638457104098e-05,0.9875394105911255,471,0.00015526628703810275
236,2.510026388335973e-05,0.9875756502151489,473,0.00015436446119565517
237,2.1653617295669392e-05,0.9876114726066589,475,0.0001534756156615913
238,2.408896034467034e-05,0.9876471161842346,477,0.0001525937404949218
239,2.3017219064058736e-05,0.9876824617385864,479,0.00015172174607869238
240,2.2798485588282347e-05,0.9877175092697144,481,0.0001508595742052421
241,2.275847327837255e-05,0.9877524375915527,483,0.00015000278654042631
242,2.245890755148139e-05,0.9877870082855225,485,0.0001491571601945907
243,2.333156589884311e-05,0.9878214597702026,487,0.00014831684529781342
244,2.0956733351340517e-05,0.9878554940223694,489,0.0001474890304962173
245,2.329050585103687e-05,0.9878894686698914,491,0.00014666497008875012
246,2.243508060928434e-05,0.9879230260848999,493,0.00014585329336114228
247,2.0478066289797425e-05,0.9879565834999084,495,0.00014504388673231006
248,2.2079848349676467e-05,0.9879897832870483,497,0.00014424530672840774
249,2.300651976838708e-05,0.9880228042602539,499,0.00014345321687869728
250,1.92633433471201e-05,0.9880555272102356,501,0.00014267042570281774
251,2.3124144718167372e-05,0.988088071346283,503,0.00014189403736963868
252,2.1271152945701033e-05,0.988120436668396,505,0.00014112402277532965
253,1.874387999123428e-05,0.9881525039672852,507,0.00014036316133569926
254,2.3750630134600215e-05,0.9881844520568848,509,0.00013960717478767037
255,1.96013024833519e-05,0.98821622133255,511,0.00013885744556318969
256,1.978185355255846e-05,0.9882476329803467,513,0.0001381181355100125
257,2.360650796617847e-05,0.9882789850234985,515,0.00013738218694925308
258,1.579576201038435e-05,0.9883100390434265,517,0.0001366551878163591
259,2.4496432160958648e-05,0.9883409738540649,519,0.00013593288895208389
260,1.7682663383311592e-05,0.9883716106414795,521,0.00013521943765226752
261,2.0988851247238927e-05,0.9884020686149597,523,0.0001345120108453557
262,2.0011451852042228e-05,0.9884323477745056,525,0.00013381057942751795
263,1.9274197256891057e-05,0.988462507724762,527,0.00013311373186297715
264,1.974894621525891e-05,0.9884923696517944,529,0.00013242555723991245
265,2.0466424757614732e-05,0.9885219931602478,531,0.0001317446440225467
266,1.753822471073363e-05,0.9885515570640564,533,0.00013106684491503984
267,2.225645221187733e-05,0.9885808825492859,535,0.000130396249005571
268,1.5117845578060951e-05,0.9886100888252258,537,0.0001297300768783316
269,2.4181312255677767e-05,0.9886389970779419,539,0.00012907238851767033
270,1.38576588142314e-05,0.9886677861213684,541,0.00012841906573157758
271,2.2433092453866266e-05,0.9886963963508606,543,0.00012777146184816957
272,1.7542202840559185e-05,0.9887248873710632,545,0.00012712816533166915
273,1.8393944628769532e-05,0.988753080368042,547,0.0001264932070625946
274,1.9031002011615783e-05,0.9887811541557312,549,0.00012586249795276672
275,1.855227856140118e-05,0.9888091683387756,551,0.00012523471377789974
276,1.7040994862327352e-05,0.988837480545044,553,0.00012460183643270284
277,2.0926225261064246e-05,0.9888649582862854,555,0.0001239891571458429
278,1.4519589058181737e-05,0.9888924360275269,557,0.0001233779767062515
279,2.1477133486769162e-05,0.988919734954834,559,0.00012277226778678596
280,1.4676147657155525e-05,0.9889467358589172,561,0.0001221746497321874
281,2.105389467033092e-05,0.9889736771583557,563,0.00012157979654148221
282,1.5360790712293237e-05,0.9890004396438599,565,0.00012099032755941153
283,1.809744026104454e-05,0.9890270233154297,567,0.00012040621368214488
284,1.9107417756458744e-05,0.9890535473823547,569,0.00011982482828898355
285,1.4012108294991776e-05,0.9890798330307007,571,0.0001192500494653359
286,2.232740916952025e-05,0.9891059994697571,573,0.00011867925059050322
287,1.0900585948547814e-05,0.9891319870948792,575,0.00011811370495706797
288,2.47098632826237e-05,0.9891577959060669,577,0.00011755339073715732
289,7.04821786712273e-06,0.9891836643218994,579,0.00011699312017299235
290,3.11639450956136e-05,0.9892091751098633,581,0.00011644190090009943
291,-3.827976343018236e-06,0.9892345666885376,583,0.00011589455243665725
292,4.613570490619168e-05,0.9892598390579224,585,0.00011535106023075059
293,-2.4338922230526805e-05,0.9892849922180176,587,0.00011481139517854899
294,7.423055649269372e-05,0.9893099665641785,589,0.00011427681602071971
295,-6.590822158614174e-05,0.9893348813056946,591,0.00011374475434422493
296,0.00013631927140522748,0.9893593788146973,593,0.0001132228208007291
297,-0.00016198158846236765,0.9893842339515686,595,0.0001126944916904904
298,0.0002851072931662202,0.9894083142280579,597,0.00011218380677746609
299,-0.0003949071397073567,0.9894329905509949,599,0.0001116616913350299
